ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9501,SIG,0,KS,67203, , ,2901,0, , , , ,XXXX,S2,17,69,E,H, , , , ,,4,F,6,25,0,0,4,0,2,0,0,0,0,1,0,8,0,6,3,0,32,26,31,5,2,1, , , ,, , , , ,Y, , , , , , ,Y, , , ,Y,Y, , ,3,X,1073,274,537,99,0,0,50,50,87,8,0,2,6,0,0,0,0,0,2,0,5,0,0,0,32,35,41,37,42,46,15,55,31,14,17,30,14,11,11,11,6,22,21,25,15,17,21,8,19,38,40,22,11,3,1,48,15,6,31,130,199,40,39,1,60,59,49,0,0,0,671,713,4,4,36,64,96,4,0,17,51,41,12,68,32,5,1,4,28,26,11,11,57,19,1,6,1,0,1,9,34,93,0,6,31,48,49,11,4,36,24,0,5,10,49,0,3,32,83,99,9040,307,678,300,341,339,389,16723,10,28,24,20,13,4,0,0,0,6,20,27,22,19,6,0,0,0,22,6,49,2,57,43,9,83,12,1,1,0,0,0,1,3,4,1,17,20,1,64,73,77,69,77,66,90,64,99,0,0,20,13,2,14,20,0,0,10,0,11,3,3,4,0,0,2,24,2,5,4,12,9,3,4,0,9,8,15,1,5,2,1,10,67,15,0,139,1,4,35,21,4,25,11,2,16,1,8,10,0,0,0,18,32,4,26,15,31,14,3,7,1,17,0,1,5,0,0,0,0,0,1,0,0,1,66,97,0,0,3,95,51,15,2,20,0,0,0,7,36,64,0,0,43,0,55,0,0,1,99,1,99,99,96,7,2,6,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,,,,,,,,,,L4E,N3E,N3E,N3E,N2E,F1D,F1D,F1D,F1D,F1D,F1D, ,P1D, , , , , , , , , , ,9,9702,23,6,14,,,,,9603,9601,,,,9512,,9506,,,,,,,,,,,,,,,10,7,,,,10,,5,,,,,,,,,,,32,4,3,5,9506,10,9512,10,9603,9506,9512,6,8,105715,0,1,L,4,E,X,X,X,24,B
8601,ASC,2,TX,75041, , ,3701,0, , , , ,XXXX,U3,08,61,I, , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,24,18,19,10,0,0, , , ,6, , , , , , , , , , , , , , , , , , , , ,X,1135,293,375,99,0,0,52,48,73,4,1,0,34,0,0,0,0,0,0,0,26,0,1,7,28,34,40,31,40,44,27,48,38,14,19,30,15,15,11,7,3,20,20,32,14,14,18,6,15,16,30,54,35,18,8,58,10,6,25,222,302,66,65,1,34,33,33,0,0,0,632,651,4,4,60,40,90,10,2,39,78,59,29,85,15,10,3,7,14,17,6,15,47,11,2,2,0,0,0,0,29,81,0,9,40,51,49,16,6,1,33,0,10,1,29,0,12,26,85,97,1920,109,623,293,324,321,344,10160,20,14,28,20,16,2,0,0,0,20,13,24,22,19,2,0,0,0,15,1,29,23,61,39,6,73,14,8,8,0,0,0,4,2,2,10,22,27,4,73,80,89,70,82,64,70,50,74,99,3,10,10,4,13,21,1,1,10,0,11,6,7,5,3,0,13,18,5,7,4,19,9,1,3,2,5,6,3,1,10,0,0,7,81,2,0,120,16,12,34,16,12,5,6,1,25,2,20,4,0,0,0,12,24,1,18,33,19,20,1,2,1,8,0,0,6,0,0,0,0,0,1,0,0,16,57,74,26,0,1,87,65,26,6,29,0,0,4,12,62,38,0,0,73,0,22,0,0,0,99,0,99,99,78,7,2,9,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L4G,S3G,S3G,S4G,S4G,S4G,S4G,S3F,S4G,S4G,S4G,S3G,S3G,S4G,S4G,S3G,S3G,S4G,S3E,S3E,S3E,S4E,S4E,33,9702,82,6,14,,,,,9603,,,,,,,,9507,,9503,,,,,,,9408,,,,,10,,,,,,,,15,,15,,,,,,,25,262,24,13,4,9404,25,9408,10,9603,8607,8612,5,10.916666667,115836,0,0,L,4,G,X,X,X,31,A
9301,HAN,1,WA,98188, , ,3501,0, , , , ,XXXX,S2,16,63,I, , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,14,38,42,2,2,3, , , ,5, , ,Y, , , , , , , , , , , , , , , , ,1, ,18176,4576,8354,99,0,0,51,49,86,5,1,6,3,0,1,0,2,1,0,0,2,0,0,1,33,38,42,36,42,45,19,46,35,19,14,28,20,14,12,9,4,20,18,30,19,14,17,6,15,35,35,29,15,6,2,50,16,5,29,141,217,47,45,1,45,44,41,0,0,0,966,1105,4,4,50,50,94,6,7,23,55,43,16,71,29,7,2,5,27,23,10,13,59,14,1,4,0,5,13,45,82,98,1,12,34,50,48,12,4,10,35,7,9,3,37,1,26,60,92,97,7600,105,819,323,376,364,426,16993,16,19,22,20,17,4,1,0,1,9,17,19,24,23,6,2,0,1,19,3,45,7,54,46,15,75,11,6,6,0,0,0,4,3,1,4,19,24,4,66,75,82,68,79,65,68,50,81,99,5,11,11,3,12,20,0,1,12,1,14,5,5,4,1,0,6,24,11,2,7,16,6,5,5,1,5,4,5,3,4,3,2,5,82,4,0,125,4,11,32,29,7,14,3,3,17,1,11,7,0,1,0,20,38,1,30,20,25,17,1,5,1,9,0,0,4,2,3,0,0,0,1,1,0,6,49,91,2,4,3,94,54,20,4,26,1,4,11,23,52,48,3,4,23,1,60,14,0,2,99,0,89,99,99,10,3,6,6,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L1G,A1G,A1G,A1G,A1G,L1F,L1F,L1F, ,L1F,L1F, ,L1F, ,L2F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,15,9702,40,6,15,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,50,3,0,5,9302,25,9512,25,9512,9302,9312,10,16.666666667,179564,0,0,L,1,G,X,X,X,23,A
9401,IMA,0,NC,27310, , ,0,0, , , , ,XXXX,T1,34,, ,U, , , , ,,2,F,,0,,,,,,,,,,,,,,,2,0,26,38,13,5,5,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,4074,1171,1462,0,0,99,49,51,91,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34,42,45,36,45,48,25,38,37,24,12,22,21,16,12,9,8,17,14,30,21,18,23,8,20,18,34,48,26,9,2,66,7,8,19,196,268,82,81,0,2,2,2,4,2,1,737,796,3,2,83,17,94,6,3,40,80,70,34,88,12,6,2,4,9,16,2,19,57,15,1,5,1,2,6,18,48,82,0,2,44,52,55,15,5,1,1,15,12,0,2,2,15,23,40,60,3120,281,518,310,350,342,369,12668,20,21,17,21,16,5,0,0,0,16,17,17,26,19,5,0,0,0,26,5,33,9,38,62,6,76,20,0,0,0,0,0,2,2,0,18,25,25,1,79,70,81,60,78,58,72,56,72,68,6,7,13,2,9,15,1,1,9,3,18,10,5,6,3,1,9,27,6,5,4,15,7,3,4,2,4,6,3,1,6,3,1,7,80,2,0,120,13,19,36,16,5,8,3,3,21,2,18,4,0,0,0,13,27,1,32,14,19,21,0,6,0,6,0,0,9,1,0,0,0,0,1,0,0,2,81,95,3,0,1,95,70,34,8,21,5,21,33,55,69,31,0,0,1,9,47,28,0,15,3,96,4,97,95,8,3,6,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,,9406,L1G,A1G,A1G,A1G,A2G,A3G,A3G,A3G,A3G,A3G,A3G,A2G,A2G,A2G,A1G,N1D,N1D,N1D,N1D,N1D,N1D, ,F1D,15,9702,36,6,12,,,,,,,,,,,,,9505,,,9502,,,9410,,,,,,,,,,,,,,,,30,,,25,,,25,,,,85,4,3,5,9311,30,9505,30,9505,9311,9410,11,21.25,16559,0,0,L,1,G,X,X,X,44,B
9601,RMG,0,CA,94403, , ,0,0, , , , ,XXXX,U1,03,, ,H, , , , ,,2,U,7,13,1,0,3,0,1,0,0,0,0,0,1,0,0,0,3,0,19,13,34,5,2,4, , , ,, , , , , , , , , , , , , , , , , , , , , ,2289,511,866,99,0,0,46,54,72,4,0,19,12,2,3,5,4,1,0,0,5,1,0,6,32,38,42,38,44,47,17,41,37,23,13,32,15,13,10,6,12,17,16,32,19,16,14,5,11,26,38,37,20,8,3,42,13,11,34,165,243,40,29,1,59,58,57,8,8,0,2701,2534,9,10,45,55,94,6,4,26,59,44,18,67,33,7,2,6,23,26,15,9,47,16,1,3,0,74,78,92,97,99,26,10,23,44,43,13,5,12,47,0,9,2,44,0,96,97,98,98,7360,65,807,439,539,512,580,21265,7,7,21,22,25,9,6,2,0,6,6,12,20,34,12,7,3,0,14,4,36,6,63,37,14,78,10,8,5,2,1,0,2,2,1,32,18,25,6,61,75,83,68,78,67,77,52,99,99,0,14,18,6,13,19,1,0,15,1,8,2,2,2,1,0,2,15,10,1,6,14,11,7,5,5,6,4,8,5,5,2,4,7,78,3,0,136,7,11,23,24,8,21,7,5,21,1,15,10,0,0,0,8,19,0,13,20,34,14,0,4,0,5,1,0,3,5,0,1,0,0,1,0,0,27,46,68,10,15,7,96,59,22,3,28,0,3,3,5,47,53,13,4,63,4,34,0,0,0,99,0,99,99,99,8,2,6,3,9706,9606,9604,,9603,9602,9601,,,9509,9508,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G,F1G,F1G, , ,P1G,P1G, , , , , , , , , , , , ,7,9702,16,5,11,,,,,,,,,,9509,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,25,1,1,25,9509,25,9509,25,9509,9509,,,25,163860,0,1,L,1,G,X,X,X,8,A
9101,HOR,0,OK,74531, , ,4801,0, , , , ,XXXX,R3,53,50,I, , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,23,26,47,13,13,0, , , ,0, , , , , , , , , , , , , , , , , , , , , ,2253,699,915,0,0,99,49,51,90,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,41,49,53,41,50,54,23,32,41,27,10,14,17,15,17,15,11,10,15,32,23,20,37,15,35,23,40,37,23,7,1,68,7,9,15,168,246,84,83,0,0,0,0,0,0,0,215,269,1,1,82,18,85,15,2,32,76,67,27,89,11,4,1,4,9,19,1,15,50,26,0,0,0,0,0,1,2,10,0,1,34,48,52,13,4,0,0,15,14,0,0,3,1,1,4,23,0,263,650,169,198,214,245,10668,44,21,15,15,4,0,0,0,1,34,25,16,19,5,0,0,0,1,37,14,28,24,28,72,7,69,17,0,0,0,0,0,5,9,1,51,18,28,10,52,50,57,43,50,41,50,37,47,89,21,12,6,2,10,12,2,3,12,9,12,10,7,4,10,4,9,13,4,1,3,12,3,5,4,0,5,17,3,7,8,15,6,16,50,4,2,120,19,18,36,15,2,5,4,0,23,1,17,5,0,0,0,16,31,1,25,22,33,8,1,5,0,5,0,0,8,0,0,0,0,0,0,0,0,0,74,99,0,0,0,91,68,28,10,25,1,6,16,46,56,44,0,0,33,34,7,0,0,26,51,46,31,96,88,7,2,12,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,,9410,9409,,9406,L2G,A2G,A2G,A2G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,L1G, ,L1G,L1G,L1G,L1G, ,L1G,L1G, ,A1G,20,9702,53,6,14,,,,,,9602,,,,,,,,9504,,,,,,,,,,,,,,20,,,,,,,,30,,,,,,,,,105,5,3,10,9111,30,9504,20,9602,9111,9203,4,21,115360,0,0,L,2,G,X,X,X,62,D
9401,SYN,0,WI,53589, , ,6601,0, , , , ,XXXX,T2,36,32,E,H, ,M,F, ,2,4,F,4,17,1,0,5,0,2,0,0,1,2,1,1,0,0,0,3,0,30,33,26,9,11,3, , , ,, , , , , , , ,Y, , , ,Y, ,Y, ,Y, , , ,3, ,1137,298,445,0,79,21,48,52,98,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,32,40,43,35,46,48,27,49,36,15,10,28,19,11,9,12,11,22,18,32,17,11,31,17,30,29,29,43,25,9,3,56,10,9,25,175,251,67,64,19,32,13,11,1,0,1,547,567,3,3,64,36,97,3,6,36,67,53,27,81,19,10,3,7,13,24,4,23,55,20,0,0,0,0,0,2,13,61,0,1,44,53,54,14,4,29,3,0,8,16,11,0,6,25,55,76,4720,113,669,274,324,286,346,12190,27,19,24,18,9,2,0,0,0,14,17,28,23,14,3,1,0,0,36,7,49,6,51,49,5,81,14,0,0,0,0,0,5,1,0,2,15,19,2,49,74,82,66,79,63,84,75,82,99,2,9,13,3,6,22,0,1,13,1,8,11,8,4,2,0,2,25,3,3,4,16,7,3,2,0,11,7,7,7,9,11,3,2,70,5,0,120,12,11,37,17,10,11,3,0,20,4,13,4,0,0,0,16,30,2,33,5,26,28,0,1,0,12,0,0,6,1,21,0,0,0,0,1,0,2,82,96,0,2,2,95,56,14,5,48,1,10,18,31,36,64,0,0,82,5,9,3,0,1,83,17,84,99,99,6,2,3,6,9706,9606,9604,,9603,9602,9601,9511,9510,9509,9508,9507,,,9503,9502,9501,9411,9411,9410,9409,,9406,L1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, , ,N1D,N1D,N1D,N1D,F1D,F1D,F1D, ,F1D,11,9702,28,4,9,,,,,,,,,,,,,,9504,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,20,2,0,5,9402,15,9504,15,9504,9402,9504,14,10,79470,0,1,L,1,F,X,X,X,38,B
9401,SYN,0,TN,37326, , ,3801,0, , , , ,XXXX,R3,53,60,E,U, , , , ,,2,F,,0,,,,,,,,,,,,,,,2,0,30,26,44,9,1,4, , , ,, , , , , , , , , , , , , , , , , , , , , ,3155,971,1283,0,0,99,48,52,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,50,40,48,52,21,31,38,32,12,15,19,16,16,13,9,12,13,28,24,23,33,12,31,23,37,40,20,6,2,62,10,10,18,173,246,75,74,2,6,4,3,0,0,0,358,428,2,1,83,17,90,10,24,31,76,62,25,89,11,6,1,5,11,22,1,15,59,25,0,0,0,0,1,6,14,31,0,1,43,52,54,14,4,5,1,18,9,3,2,3,0,0,3,23,0,199,575,189,225,226,256,8800,40,25,16,11,7,1,0,0,0,31,26,19,14,8,1,0,0,0,41,11,27,18,28,72,8,72,24,0,0,0,0,0,2,1,39,12,19,32,17,51,50,57,43,51,40,57,43,66,99,9,9,7,2,10,12,0,1,9,2,14,20,3,9,1,0,4,39,2,4,2,14,6,1,1,0,12,6,3,4,9,1,4,7,76,3,1,120,27,20,29,14,3,4,3,1,21,1,18,3,0,0,0,15,30,1,26,19,44,6,1,6,0,4,0,0,7,0,0,0,0,0,0,0,0,1,67,99,0,0,1,88,58,22,10,22,1,9,22,51,60,40,0,0,2,11,38,34,0,15,49,29,29,95,89,8,2,6,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A3F,A3E,N4E,N3D,N3D,N3D,N3D,N3D,N3D,N3D,F1D,15,9702,34,5,10,,,,,,,,,,,,,,9504,,,,9411,,,,,,,,,,,,,,,,,,15,,,,10,,,,,44,5,1,5,9402,15,9504,15,9504,9402,9404,2,8.8,51152,0,0,L,1,F,X,X,X,60,D
8601,ENQ,0,LA,70806, , ,2609,0, , , , ,XXXX,C1,24,71,E,H, ,M, , ,2,4,M,9,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,44,14,56,7,8,1, , , ,9,05, ,Y, , , , , , ,Y,Y,Y, ,Y, , , , , ,2,X,1721,539,633,99,0,0,49,51,98,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,46,53,55,43,52,55,20,25,49,26,9,8,16,19,23,17,8,9,11,38,25,17,36,9,32,14,42,44,25,10,4,68,5,7,19,185,272,99,99,0,0,0,0,0,0,0,1147,1243,7,5,96,4,97,3,0,28,85,77,24,94,6,4,1,3,5,15,1,15,53,30,0,0,0,5,17,69,97,99,1,0,96,76,77,14,3,0,0,0,4,0,0,0,69,73,73,77,760,249,716,532,587,607,644,24143,7,7,10,22,23,17,10,3,2,4,5,9,21,26,19,10,3,2,30,1,67,4,33,67,7,88,10,0,0,0,0,0,0,2,0,10,18,20,2,63,56,70,45,70,43,60,44,99,0,0,24,19,5,20,15,1,1,3,0,7,2,1,2,0,1,8,7,1,2,5,13,16,5,4,1,10,9,11,7,7,8,1,9,68,7,0,157,0,4,15,30,2,32,16,8,11,2,13,4,0,0,0,21,44,2,14,19,56,2,1,8,7,4,0,0,5,6,0,1,0,0,1,0,0,8,63,89,7,1,4,99,85,29,15,22,0,0,5,48,99,1,0,0,88,1,11,0,0,0,99,1,99,99,99,7,3,11,13,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2E,S2E,S2E,S2E,S3E,S3E,S3E,S3E,S4E,S4E,S4E,S2E,S2E, ,S3E,S3E,S3E,S3E,S2E,S2E,S2E,S2E,A2E,29,9702,66,6,12,,,,,,,,,,,,9507,,9507,,,9501,,,,,9407,,,,,,,,,,,,10,,10,,,12,,,,,12,121,12,10,2,9302,15,9004,10,9507,8703,8801,10,10.083333333,109761,0,1,L,2,E,X,X,X,11,B
9001,BHG,2,NC,27909, , ,2602,0, , , , ,XXXX,R1,42,72,E,H, , , , ,,5,M,,0,,,,,,,,,,,,,,,2,1,32,44,40,5,11,6, , , ,7, , , , , , , , , , , , , , , , , , , ,1,X,2067,615,792,0,6,94,49,51,90,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,35,43,46,37,45,49,24,39,39,23,12,20,21,17,14,10,6,14,16,34,21,15,21,6,20,19,37,44,23,7,2,65,9,7,19,184,258,63,62,1,1,0,0,1,1,0,807,967,3,2,77,23,95,5,2,36,78,66,29,88,12,7,1,6,13,13,3,16,57,17,3,5,1,4,15,36,54,83,1,3,48,56,57,14,4,1,0,36,7,1,0,15,6,9,22,71,0,283,544,329,374,390,422,16724,16,23,13,24,15,4,2,0,4,14,20,12,27,16,4,2,0,4,32,3,40,11,35,65,8,76,16,1,1,0,0,0,5,3,9,11,15,21,7,46,68,80,57,80,55,76,57,75,99,4,16,17,1,7,15,0,2,8,2,21,1,6,4,2,0,14,12,5,5,3,13,6,7,0,0,7,10,9,6,5,11,6,8,65,5,1,120,9,15,29,18,8,14,7,2,23,1,17,7,0,1,0,16,32,2,44,13,40,7,0,14,0,3,0,0,4,1,0,2,0,0,0,0,0,4,66,93,2,0,6,93,67,25,10,19,2,11,26,60,77,23,1,0,0,2,43,49,0,6,93,7,14,99,96,7,2,7,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L1F,A1F,A1F,S2F,S2F,A1E,A1E,S2E,S2E,S2E,S2E,S3E,S3E,S3E,S3E,S4E,S4E,S3E, , ,S3E,S2E,S2E,24,9702,62,6,15,,,,,,,,9511,,,,,,,9503,,,,,9409,,9406,,,,,,,,20,,,,,,,10,,,,,10,,10,115,11,6,5,9010,20,9511,20,9511,9010,9103,5,10.454545455,18328,0,1,L,1,F,X,X,X,37,D
9601,RMG,0,WI,53590, , ,0,0, , , , ,XXXX,C1,24,, ,H, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,0,29,34,26,9,0,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,1408,403,444,0,53,47,50,50,98,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,31,38,40,30,40,42,34,35,42,23,10,25,36,17,7,4,1,11,16,35,24,14,9,2,7,6,29,65,41,12,3,73,6,2,20,263,316,85,78,6,15,9,0,0,0,0,902,941,5,5,81,19,98,2,13,57,91,82,51,94,6,7,0,6,5,7,3,28,65,5,0,0,0,0,2,30,81,98,0,1,72,65,65,18,5,15,0,1,7,12,0,0,38,96,99,99,4720,113,669,477,507,500,517,15876,3,10,16,24,38,7,2,1,0,3,7,16,22,40,8,2,1,0,12,1,62,3,53,47,14,81,15,1,1,0,0,0,1,2,1,9,20,22,3,61,82,88,76,85,75,79,72,92,0,1,16,16,3,10,21,1,1,7,1,13,7,2,4,2,0,7,17,3,4,7,14,11,2,2,1,7,8,8,8,7,9,2,5,70,6,0,133,2,5,37,18,13,17,8,5,28,3,24,6,1,1,0,14,27,1,39,23,13,16,1,2,1,27,0,0,2,0,4,2,0,0,0,0,0,2,77,95,1,0,4,99,86,24,5,12,2,21,42,93,97,3,0,0,87,0,9,1,0,3,60,40,59,99,99,9,3,7,3,9706,9606,9604,,9603,,,9509,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F, , ,P1F, , , , , , , , , , , , , , , ,4,9702,12,4,10,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,15,1,0,15,9512,15,9512,15,9512,9512,,,15,80395,50,0,L,1,F,X,X,X,15,B
